Rank	Token	No space  (nsp)	MTW  identifiers	First			Second		
10	des								
11	deux								
12	composantes								
13	de								
14	l'	nsp							
15	Harmonie								
16	-								
17	qui								
18	connaît								
19	des								
20	problèmes	nsp							
21	.								
									
1	En								
2	mars								
3	dernier	nsp							
4	,								
5	son								
6	chef	nsp							
7	,								
8	Gérard								
9	Pizzetti	nsp							
10	,								
11	en								
12	désaccord								
13	avec								
14	le								
15	fonctionnement								
16	de								
17	l'	nsp							
18	association	nsp							
19	,								
20	démissionnait	nsp							
21	.								
									
1	Dans								
2	la								
3	foulée	nsp							
4	,								
5	seize								
6	membres								
7	de								
8	la								
9	batterie								
10	-								
11	c'	nsp							
12	est								
13	du								
14	moins								
15	le								
16	nombre								
17	qu'	nsp							
18	ils								
19	avancent								
20	-								
21	rendaient			1	ID				
22	également								
23	leur								
24	tablier	nsp		1					
25	.								
									
1	Pour								
2	soutenir								
3	#								
4	le								
5	chef								
6	#	nsp							
7	,								
8	comme								
9	l'	nsp							
10	explique								
11	un								
12	des								
13	démissionnaires	nsp							
14	.								
									
1	Le								
2	fond								
3	du								
4	problème								
5	:								
6	l'	nsp							
7	opposition								
8	avec								
9	le								
10	président								
11	de								
12	l'	nsp							
13	Harmonie	nsp							
14	,								
15	accusé								
16	de								
17	#								
18	prendre								
19	seul								
20	les								
21	décisions								
22	#	nsp							
23	.								
									
1	Au								
2	delà								
3	de								
4	cette								
5	querelle	nsp							
6	,								
7	l'	nsp							
8	affaire								
9	est								
10	triste	nsp							
11	.								
									
1	Triste								
2	pour								
3	les								
4	musiciens								
5	qui	nsp							
6	,								
7	en								
8	majorité	nsp							
9	,								
10	faisaient			1	ID				
11	partie			1					
12	de			1		SEL			
13	la								
14	batterie								
15	depuis								
16	au								
17	moins								
18	trente								
19	ans	nsp							
20	.								
									
1	Mais								
2	désolante								
3	aussi								
4	pour								
5	la								
6	ville	nsp							
7	.								
									
1	Selon								
2	les								
3	démissionnaires	nsp							
4	,								
5	il								
6	ne								
7	reste								
8	plus								
9	aujourd'	nsp							
10	hui								
11	que								
12	trois								
13	clairons								
14	et								
15	un								
16	tambour								
17	au								
18	sein								
19	de								
20	la								
21	batterie	nsp							
22	.								
									
1	Certes	nsp							
2	,								
3	l'	nsp							
4	harmonie								
5	-								
6	deuxième								
7	composante								
8	de								
9	l'	nsp							
10	Harmonie								
11	municipale								
12	-								
13	est	nsp							
14	,								
15	elle	nsp							
16	,								
17	encore								
18	au								
19	grand								
20	complet	nsp							
21	.								
									
1	Il								
2	n'	nsp							
3	empêche								
4	que								
5	dorénavant								
6	les								
7	défilés								
8	montbéliardais								
9	auront			1	ID				
10	un								
11	petit								
12	air			1					
13	tristounet	nsp							
14	.								
									
1	Que								
2	la								
3	lumière								
4	soit	nsp							
5	!								
									
1	#								
2	Verdun	nsp							
3	,								
4	ville								
5	de								
6	lumière	nsp							
7	!								
8	#								
									
1	Expression								
2	parue								
3	dans								
4	la								
5	revue								
6	n°								
7	33								
8	#								
9	Verdun								
10	la								
11	vie								
12	#								
13	et								
14	envoyée								
15	à								
16	tous								
17	les								
18	Verdunois	nsp							
19	,								
20	ne								
21	correspond								
22	pas								
23	à								
24	la								
25	réalité	nsp							
26	,								
27	ce								
28	que								
29	soulignent								
30	M.								
31	Christian								
32	Langlois								
33	et								
34	M.								
35	Patrice								
36	Lanini	nsp							
37	,								
38	délégués								
39	syndicaux								
40	CGT								
41	des								
42	Rapides								
43	de								
44	la								
45	Meuse	nsp							
46	.								
									
1	La								
2	gare								
3	routière								
4	attend								
5	toujours								
6	ses								
7	illuminations	nsp							
8	,								
9	pas								
10	des								
11	guirlandes	nsp							
12	,								
13	mais								
14	des								
15	lampadaires								
16	pour								
17	que								
18	scolaires	nsp							
19	,								
20	usagés								
21	et								
22	conducteurs								
23	se								
24	sentent								
25	en								
26	sécurité	nsp							
27	.								
									
1	Ces								
2	délégués								
3	remercient								
4	le								
5	maire								
6	pour								
7	avoir								
8	pris			1	ID				
9	ses								
10	responsabilités			1					
11	en								
12	aménageant								
13	le								
14	parking								
15	de								
16	la								
17	Tour								
18	du								
19	Champ	nsp							
20	.								
									
1	Hélas								
2	ce								
3	n'	nsp							
4	est								
5	pas								
6	satisfaisant	nsp							
7	.								
									
1	à								
2	ce								
3	jour	nsp							
4	,								
5	ils								
6	attendent								
7	que								
8	leur								
9	directeur								
10	en								
11	fasse								
12	tout								
13	autant	nsp							
14	.								
									
1	M.								
2	le								
3	maire								
4	et								
5	M.								
6	le								
7	directeur								
8	des								
9	Rapides	nsp							
10	,								
11	il								
12	vous								
13	est								
14	demandé								
15	de								
16	régler								
17	le								
18	problème								
19	au								
20	plus								
21	vite	nsp							
22	.								
									
1	à								
2	titre								
3	de								
4	rappel								
5	:								
6	nos								
7	chers								
8	bambins								
9	sont								
10	toujours								
11	dans								
12	le								
13	noir	nsp							
14	,								
15	sans								
16	salle								
17	d'	nsp							
18	attente								
19	chauffée	nsp							
20	,								
21	sans								
22	toilettes								
23	et								
24	sans								
25	lumière	nsp							
26	.								
									
1	Les								
2	parents								
3	ne								
4	semblent								
5	pas								
6	connaître								
7	les								
8	dangers								
9	que								
10	côtoient								
11	leurs								
12	enfants								
13	en								
14	attendant								
15	leur								
16	bus	nsp							
17	.								
									
1	Affaire								
2	à								
3	suivre	nsp							
4	!								
									
1	Redoux	nsp							
2	.								
