Rank	Token	No space  (nsp)	MTW  identifiers	First			Second		
12	do								
13	Luaka								
14	Bop								
15	(	nsp							
16	o								
17	mesmo								
18	que								
19	lançou								
20	Tom								
21	Zé								
22	no								
23	exterior	nsp							
24	)	nsp							
25	,								
26	essa								
27	coletânea								
28	é								
29	mais								
30	um								
31	passo								
32	de								
33	Byrne								
34	na								
35	sua								
36	busca								
37	do								
38	sublime								
39	na								
40	música	nsp							
41	.								
									
1	No								
2	primeiro								
3	volume								
4	desses								
5	«	nsp							
6	Classics	nsp							
7	»								
8	Byrne								
9	mostrou								
10	soberbas								
11	trilhas								
12	sonoras								
13	de								
14	filmes								
15	indianos	nsp							
16	.								
									
1	Com								
2	Kina	nsp							
3	,								
4	ele								
5	chegou								
6	bem								
7	perto								
8	da								
9	perfeição	nsp							
10	.								
									
1	Em								
2	todo								
3	o								
4	shopping	nsp							
5	,								
6	que								
7	está								
8	decorado								
9	com								
10	lanternas	nsp							
11	,								
12	leques								
13	e								
14	até								
15	um								
16	portal								
17	japonês	nsp							
18	,								
19	há								
20	exposições								
21	de								
22	iquebana								
23	(	nsp							
24	arranjos								
25	florais	nsp							
26	)	nsp							
27	,								
28	bonecas	nsp							
29	,								
30	cerâmicas	nsp							
31	,								
32	armaduras	nsp							
33	,								
34	máscaras	nsp							
35	,								
36	quimonos								
37	e								
38	espadas	nsp							
39	.								
									
1	Em								
2	outro								
3	espaço	nsp							
4	,								
5	há								
6	exibição								
7	de								
8	vídeos								
9	que								
10	demonstram	nsp							
11	,								
12	por								
13	exemplo	nsp							
14	,								
15	a								
16	cerimônia								
17	do								
18	chá								
19	e								
20	o								
21	teatro								
22	kabuki	nsp							
23	,								
24	além								
25	de								
26	pontos								
27	turísticos								
28	do								
29	Japão	nsp							
30	.								
									
1	Próximo								
2	à								
3	praça								
4	da								
5	alimentação	nsp							
6	,								
7	um								
8	sushiman								
9	estará								
10	preparando								
11	pratos								
12	típicos	nsp							
13	,								
14	como								
15	sashimis								
16	e								
17	o								
18	sushis	nsp							
19	,								
20	que								
21	estarão								
22	à								
23	venda	nsp							
24	.								
									
1	Para								
2	isso	nsp							
3	,								
4	ele								
5	afirma								
6	pretender								
7	inaugurar								
8	uma								
9	câmara								
10	setorial								
11	para								
12	discutir								
13	as								
14	questões								
15	específicas								
16	da								
17	economia								
18	no								
19	Estado	nsp							
20	.								
									
1	Para								
2	atender								
3	à								
4	política								
5	desejada								
6	pelo								
7	governador								
8	eleito	nsp							
9	,								
10	Barelli								
11	vai								
12	comandar								
13	uma								
14	revisão								
15	da								
16	antiga								
17	pasta								
18	(	nsp							
19	Secretaria								
20	das								
21	Relações								
22	do								
23	Trabalho	nsp							
24	)	nsp							
25	.								
									
1	O								
2	economista								
3	diz								
4	que	nsp							
5	,								
6	para								
7	geração								
8	de								
9	empregos	nsp							
10	,								
11	várias								
12	propostas								
13	terão								
14	que								
15	ser								
16	analisadas	nsp							
17	.								
									
1	Segundo								
2	ele	nsp							
3	,								
4	«	nsp							
5	nem								
6	os								
7	grandes								
8	países								
9	souberam								
10	resolver								
11	o								
12	problema								
13	do								
14	desemprego	nsp							
15	»	nsp							
16	.								
									
1	Segundo								
2	ele	nsp							
3	,								
4	italianos								
5	e								
6	belgas								
7	já								
8	descobriram								
9	que								
10	comprar								
11	imóveis								
12	em								
13	Natal								
14	é								
15	um								
16	ótimo								
17	negócio	nsp							
18	.								
									
1	«	nsp							
2	Um								
3	diplomata								
4	da								
5	Bélgica								
6	comprou								
7	apartamento								
8	para								
9	passar								
10	as								
11	férias								
12	de								
13	julho								
14	e								
15	janeiro	nsp							
16	,								
17	mas								
18	fora								
19	desse								
20	período								
21	ele								
22	aluga								
23	o								
24	imóvel								
25	por								
26	US$								
27	1	nsp							
28	.	nsp							
29	0	nsp							
30	»	nsp							
31	,								
32	diz								
33	Bezerra	nsp							
34	.								
									
1	Apesar								
2	de								
3	morarem								
4	aqui								
5	do								
6	lado								
7	em								
8	Miami	nsp							
9	,								
10	Teresa								
11	e								
12	Emerson								
13	Fittipaldi								
14	não			1	ID				
15	dão			1					
16	nem			1					
17	tchuns			1					
18	para			1		SEL			
19	a								
20	Copa	nsp							
21	.								
